txName: T2tt
constraint: [[['t']],[['t']]]
condition: None
conditionDescription: None
susyProcess: pp --> stop stop, stop  --> top lsp
figureUrl: http://cms-results.web.cern.ch/cms-results/public-results/superseded/SUS-16-050/CMS-PAS-SUS-16-050_Figure_007.png
dataUrl: http://cms-results.web.cern.ch/cms-results/public-results/superseded/SUS-16-050/CMS-PAS-SUS-16-050_Figure_007.root
source: CMS
validated: True
axes: [[x, y], [x, y]]
upperLimits: [[[[2.1250E+02*GeV,0.0000E+00*GeV],[2.1250E+02*GeV,0.0000E+00*GeV]],2.7152E+02*pb],
[[[9.5000E+02*GeV,4.0000E+02*GeV],[9.5000E+02*GeV,4.0000E+02*GeV]],9.1165E-03*pb],
[[[9.5000E+02*GeV,4.1250E+02*GeV],[9.5000E+02*GeV,4.1250E+02*GeV]],9.4427E-03*pb],
[[[9.5000E+02*GeV,4.2500E+02*GeV],[9.5000E+02*GeV,4.2500E+02*GeV]],9.7332E-03*pb],
[[[9.5000E+02*GeV,4.3750E+02*GeV],[9.5000E+02*GeV,4.3750E+02*GeV]],1.0002E-02*pb],
[[[9.5000E+02*GeV,4.5000E+02*GeV],[9.5000E+02*GeV,4.5000E+02*GeV]],1.0183E-02*pb],
[[[9.5000E+02*GeV,4.6250E+02*GeV],[9.5000E+02*GeV,4.6250E+02*GeV]],1.1280E-02*pb],
[[[9.5000E+02*GeV,4.7500E+02*GeV],[9.5000E+02*GeV,4.7500E+02*GeV]],1.2321E-02*pb],
[[[9.5000E+02*GeV,4.8750E+02*GeV],[9.5000E+02*GeV,4.8750E+02*GeV]],1.3374E-02*pb],
[[[9.5000E+02*GeV,5.0000E+02*GeV],[9.5000E+02*GeV,5.0000E+02*GeV]],1.4417E-02*pb],
[[[9.5000E+02*GeV,5.1250E+02*GeV],[9.5000E+02*GeV,5.1250E+02*GeV]],1.6067E-02*pb],
[[[9.5000E+02*GeV,5.2500E+02*GeV],[9.5000E+02*GeV,5.2500E+02*GeV]],1.7800E-02*pb],
[[[9.5000E+02*GeV,5.3750E+02*GeV],[9.5000E+02*GeV,5.3750E+02*GeV]],1.9564E-02*pb],
[[[9.5000E+02*GeV,5.5000E+02*GeV],[9.5000E+02*GeV,5.5000E+02*GeV]],2.1511E-02*pb],
[[[9.5000E+02*GeV,5.6250E+02*GeV],[9.5000E+02*GeV,5.6250E+02*GeV]],2.3798E-02*pb],
[[[9.5000E+02*GeV,5.7500E+02*GeV],[9.5000E+02*GeV,5.7500E+02*GeV]],2.6861E-02*pb],
[[[9.5000E+02*GeV,5.8750E+02*GeV],[9.5000E+02*GeV,5.8750E+02*GeV]],3.0385E-02*pb],
[[[9.5000E+02*GeV,6.0000E+02*GeV],[9.5000E+02*GeV,6.0000E+02*GeV]],3.4915E-02*pb],
[[[9.5000E+02*GeV,6.1250E+02*GeV],[9.5000E+02*GeV,6.1250E+02*GeV]],4.1489E-02*pb],
[[[9.5000E+02*GeV,6.2500E+02*GeV],[9.5000E+02*GeV,6.2500E+02*GeV]],4.8037E-02*pb],
[[[9.5000E+02*GeV,6.3750E+02*GeV],[9.5000E+02*GeV,6.3750E+02*GeV]],5.6187E-02*pb],
[[[9.5000E+02*GeV,6.5000E+02*GeV],[9.5000E+02*GeV,6.5000E+02*GeV]],6.8481E-02*pb],
[[[9.6250E+02*GeV,0.0000E+00*GeV],[9.6250E+02*GeV,0.0000E+00*GeV]],6.0040E-03*pb],
[[[9.6250E+02*GeV,1.2500E+01*GeV],[9.6250E+02*GeV,1.2500E+01*GeV]],6.0296E-03*pb],
[[[9.6250E+02*GeV,2.5000E+01*GeV],[9.6250E+02*GeV,2.5000E+01*GeV]],6.0313E-03*pb],
[[[9.6250E+02*GeV,3.7500E+01*GeV],[9.6250E+02*GeV,3.7500E+01*GeV]],6.0294E-03*pb],
[[[9.6250E+02*GeV,5.0000E+01*GeV],[9.6250E+02*GeV,5.0000E+01*GeV]],6.0198E-03*pb],
[[[9.6250E+02*GeV,6.2500E+01*GeV],[9.6250E+02*GeV,6.2500E+01*GeV]],6.0143E-03*pb],
[[[9.6250E+02*GeV,7.5000E+01*GeV],[9.6250E+02*GeV,7.5000E+01*GeV]],6.0161E-03*pb],
[[[9.6250E+02*GeV,8.7500E+01*GeV],[9.6250E+02*GeV,8.7500E+01*GeV]],6.0210E-03*pb],
[[[9.6250E+02*GeV,1.0000E+02*GeV],[9.6250E+02*GeV,1.0000E+02*GeV]],6.0263E-03*pb],
[[[9.6250E+02*GeV,1.1250E+02*GeV],[9.6250E+02*GeV,1.1250E+02*GeV]],6.0400E-03*pb],
[[[9.6250E+02*GeV,1.2500E+02*GeV],[9.6250E+02*GeV,1.2500E+02*GeV]],6.0280E-03*pb],
[[[9.6250E+02*GeV,1.3750E+02*GeV],[9.6250E+02*GeV,1.3750E+02*GeV]],6.0213E-03*pb],
[[[9.6250E+02*GeV,1.5000E+02*GeV],[9.6250E+02*GeV,1.5000E+02*GeV]],6.0009E-03*pb],
[[[9.6250E+02*GeV,1.6250E+02*GeV],[9.6250E+02*GeV,1.6250E+02*GeV]],6.0242E-03*pb],
[[[9.6250E+02*GeV,1.7500E+02*GeV],[9.6250E+02*GeV,1.7500E+02*GeV]],6.2293E-03*pb],
[[[9.6250E+02*GeV,1.8750E+02*GeV],[9.6250E+02*GeV,1.8750E+02*GeV]],6.4139E-03*pb],
[[[9.6250E+02*GeV,2.0000E+02*GeV],[9.6250E+02*GeV,2.0000E+02*GeV]],6.6055E-03*pb],
[[[9.6250E+02*GeV,2.1250E+02*GeV],[9.6250E+02*GeV,2.1250E+02*GeV]],6.7220E-03*pb],
[[[9.6250E+02*GeV,2.2500E+02*GeV],[9.6250E+02*GeV,2.2500E+02*GeV]],6.6851E-03*pb],
[[[9.6250E+02*GeV,2.3750E+02*GeV],[9.6250E+02*GeV,2.3750E+02*GeV]],6.6856E-03*pb],
[[[9.6250E+02*GeV,2.5000E+02*GeV],[9.6250E+02*GeV,2.5000E+02*GeV]],6.7050E-03*pb],
[[[9.6250E+02*GeV,2.6250E+02*GeV],[9.6250E+02*GeV,2.6250E+02*GeV]],6.7988E-03*pb],
[[[9.6250E+02*GeV,2.7500E+02*GeV],[9.6250E+02*GeV,2.7500E+02*GeV]],6.9700E-03*pb],
[[[9.6250E+02*GeV,2.8750E+02*GeV],[9.6250E+02*GeV,2.8750E+02*GeV]],7.0924E-03*pb],
[[[9.6250E+02*GeV,3.0000E+02*GeV],[9.6250E+02*GeV,3.0000E+02*GeV]],7.1662E-03*pb],
[[[9.6250E+02*GeV,3.1250E+02*GeV],[9.6250E+02*GeV,3.1250E+02*GeV]],7.1906E-03*pb],
[[[9.6250E+02*GeV,3.2500E+02*GeV],[9.6250E+02*GeV,3.2500E+02*GeV]],7.3547E-03*pb],
[[[9.6250E+02*GeV,3.3750E+02*GeV],[9.6250E+02*GeV,3.3750E+02*GeV]],7.5642E-03*pb],
[[[9.6250E+02*GeV,3.5000E+02*GeV],[9.6250E+02*GeV,3.5000E+02*GeV]],7.8460E-03*pb],
[[[9.6250E+02*GeV,3.6250E+02*GeV],[9.6250E+02*GeV,3.6250E+02*GeV]],8.1197E-03*pb],
[[[9.6250E+02*GeV,3.7500E+02*GeV],[9.6250E+02*GeV,3.7500E+02*GeV]],8.3555E-03*pb],
[[[9.6250E+02*GeV,3.8750E+02*GeV],[9.6250E+02*GeV,3.8750E+02*GeV]],8.5565E-03*pb],
[[[9.6250E+02*GeV,4.0000E+02*GeV],[9.6250E+02*GeV,4.0000E+02*GeV]],8.7287E-03*pb],
[[[9.6250E+02*GeV,4.1250E+02*GeV],[9.6250E+02*GeV,4.1250E+02*GeV]],8.8541E-03*pb],
[[[9.6250E+02*GeV,4.2500E+02*GeV],[9.6250E+02*GeV,4.2500E+02*GeV]],9.1646E-03*pb],
[[[9.6250E+02*GeV,4.3750E+02*GeV],[9.6250E+02*GeV,4.3750E+02*GeV]],9.4794E-03*pb],
[[[9.6250E+02*GeV,4.5000E+02*GeV],[9.6250E+02*GeV,4.5000E+02*GeV]],9.7525E-03*pb],
[[[9.6250E+02*GeV,4.6250E+02*GeV],[9.6250E+02*GeV,4.6250E+02*GeV]],1.0122E-02*pb],
[[[9.6250E+02*GeV,4.7500E+02*GeV],[9.6250E+02*GeV,4.7500E+02*GeV]],1.1186E-02*pb],
[[[9.6250E+02*GeV,4.8750E+02*GeV],[9.6250E+02*GeV,4.8750E+02*GeV]],1.2237E-02*pb],
[[[9.6250E+02*GeV,5.0000E+02*GeV],[9.6250E+02*GeV,5.0000E+02*GeV]],1.3279E-02*pb],
[[[9.6250E+02*GeV,5.1250E+02*GeV],[9.6250E+02*GeV,5.1250E+02*GeV]],1.4307E-02*pb],
[[[9.6250E+02*GeV,5.2500E+02*GeV],[9.6250E+02*GeV,5.2500E+02*GeV]],1.5989E-02*pb],
[[[9.6250E+02*GeV,5.3750E+02*GeV],[9.6250E+02*GeV,5.3750E+02*GeV]],1.7652E-02*pb],
[[[9.6250E+02*GeV,5.5000E+02*GeV],[9.6250E+02*GeV,5.5000E+02*GeV]],1.9397E-02*pb],
[[[9.6250E+02*GeV,5.6250E+02*GeV],[9.6250E+02*GeV,5.6250E+02*GeV]],2.0921E-02*pb],
[[[9.6250E+02*GeV,5.7500E+02*GeV],[9.6250E+02*GeV,5.7500E+02*GeV]],2.3769E-02*pb],
[[[9.6250E+02*GeV,5.8750E+02*GeV],[9.6250E+02*GeV,5.8750E+02*GeV]],2.6964E-02*pb],
[[[9.6250E+02*GeV,6.0000E+02*GeV],[9.6250E+02*GeV,6.0000E+02*GeV]],3.0835E-02*pb],
[[[9.6250E+02*GeV,6.1250E+02*GeV],[9.6250E+02*GeV,6.1250E+02*GeV]],3.4395E-02*pb],
[[[9.6250E+02*GeV,6.2500E+02*GeV],[9.6250E+02*GeV,6.2500E+02*GeV]],4.0715E-02*pb],
[[[9.6250E+02*GeV,6.3750E+02*GeV],[9.6250E+02*GeV,6.3750E+02*GeV]],4.6551E-02*pb],
[[[9.6250E+02*GeV,6.5000E+02*GeV],[9.6250E+02*GeV,6.5000E+02*GeV]],5.3366E-02*pb],
[[[9.7500E+02*GeV,0.0000E+00*GeV],[9.7500E+02*GeV,0.0000E+00*GeV]],5.8211E-03*pb],
[[[9.7500E+02*GeV,1.2500E+01*GeV],[9.7500E+02*GeV,1.2500E+01*GeV]],5.8622E-03*pb],
[[[9.7500E+02*GeV,2.5000E+01*GeV],[9.7500E+02*GeV,2.5000E+01*GeV]],5.8980E-03*pb],
[[[9.7500E+02*GeV,3.7500E+01*GeV],[9.7500E+02*GeV,3.7500E+01*GeV]],5.8960E-03*pb],
[[[9.7500E+02*GeV,5.0000E+01*GeV],[9.7500E+02*GeV,5.0000E+01*GeV]],5.8903E-03*pb],
[[[9.7500E+02*GeV,6.2500E+01*GeV],[9.7500E+02*GeV,6.2500E+01*GeV]],5.8836E-03*pb],
[[[9.7500E+02*GeV,7.5000E+01*GeV],[9.7500E+02*GeV,7.5000E+01*GeV]],5.8832E-03*pb],
[[[9.7500E+02*GeV,8.7500E+01*GeV],[9.7500E+02*GeV,8.7500E+01*GeV]],5.8881E-03*pb],
[[[9.7500E+02*GeV,1.0000E+02*GeV],[9.7500E+02*GeV,1.0000E+02*GeV]],5.8961E-03*pb],
[[[9.7500E+02*GeV,1.1250E+02*GeV],[9.7500E+02*GeV,1.1250E+02*GeV]],5.9162E-03*pb],
[[[9.7500E+02*GeV,1.2500E+02*GeV],[9.7500E+02*GeV,1.2500E+02*GeV]],5.9319E-03*pb],
[[[9.7500E+02*GeV,1.3750E+02*GeV],[9.7500E+02*GeV,1.3750E+02*GeV]],5.9253E-03*pb],
[[[9.7500E+02*GeV,1.5000E+02*GeV],[9.7500E+02*GeV,1.5000E+02*GeV]],5.9240E-03*pb],
[[[9.7500E+02*GeV,1.6250E+02*GeV],[9.7500E+02*GeV,1.6250E+02*GeV]],5.9619E-03*pb],
[[[9.7500E+02*GeV,1.7500E+02*GeV],[9.7500E+02*GeV,1.7500E+02*GeV]],6.0143E-03*pb],
[[[9.7500E+02*GeV,1.8750E+02*GeV],[9.7500E+02*GeV,1.8750E+02*GeV]],6.1989E-03*pb],
[[[9.7500E+02*GeV,2.0000E+02*GeV],[9.7500E+02*GeV,2.0000E+02*GeV]],6.3632E-03*pb],
[[[9.7500E+02*GeV,2.1250E+02*GeV],[9.7500E+02*GeV,2.1250E+02*GeV]],6.4591E-03*pb],
[[[9.7500E+02*GeV,2.2500E+02*GeV],[9.7500E+02*GeV,2.2500E+02*GeV]],6.5211E-03*pb],
[[[9.7500E+02*GeV,2.3750E+02*GeV],[9.7500E+02*GeV,2.3750E+02*GeV]],6.5216E-03*pb],
[[[9.7500E+02*GeV,2.5000E+02*GeV],[9.7500E+02*GeV,2.5000E+02*GeV]],6.5595E-03*pb],
[[[9.7500E+02*GeV,2.6250E+02*GeV],[9.7500E+02*GeV,2.6250E+02*GeV]],6.6736E-03*pb],
[[[9.7500E+02*GeV,2.7500E+02*GeV],[9.7500E+02*GeV,2.7500E+02*GeV]],6.8215E-03*pb],
[[[9.7500E+02*GeV,2.8750E+02*GeV],[9.7500E+02*GeV,2.8750E+02*GeV]],6.9438E-03*pb],
[[[9.7500E+02*GeV,3.0000E+02*GeV],[9.7500E+02*GeV,3.0000E+02*GeV]],7.0173E-03*pb],
[[[9.7500E+02*GeV,3.1250E+02*GeV],[9.7500E+02*GeV,3.1250E+02*GeV]],7.0261E-03*pb],
[[[9.7500E+02*GeV,3.2500E+02*GeV],[9.7500E+02*GeV,3.2500E+02*GeV]],7.0166E-03*pb],
[[[9.7500E+02*GeV,3.3750E+02*GeV],[9.7500E+02*GeV,3.3750E+02*GeV]],7.2262E-03*pb],
[[[9.7500E+02*GeV,3.5000E+02*GeV],[9.7500E+02*GeV,3.5000E+02*GeV]],7.4812E-03*pb],
[[[9.7500E+02*GeV,3.6250E+02*GeV],[9.7500E+02*GeV,3.6250E+02*GeV]],7.7483E-03*pb],
[[[9.7500E+02*GeV,3.7500E+02*GeV],[9.7500E+02*GeV,3.7500E+02*GeV]],8.0205E-03*pb],
[[[9.7500E+02*GeV,3.8750E+02*GeV],[9.7500E+02*GeV,3.8750E+02*GeV]],8.2215E-03*pb],
[[[9.7500E+02*GeV,4.0000E+02*GeV],[9.7500E+02*GeV,4.0000E+02*GeV]],8.3877E-03*pb],
[[[9.7500E+02*GeV,4.1250E+02*GeV],[9.7500E+02*GeV,4.1250E+02*GeV]],8.5217E-03*pb],
[[[9.7500E+02*GeV,4.2500E+02*GeV],[9.7500E+02*GeV,4.2500E+02*GeV]],8.5917E-03*pb],
[[[9.7500E+02*GeV,4.3750E+02*GeV],[9.7500E+02*GeV,4.3750E+02*GeV]],8.9065E-03*pb],
[[[9.7500E+02*GeV,4.5000E+02*GeV],[9.7500E+02*GeV,4.5000E+02*GeV]],9.2257E-03*pb],
[[[9.7500E+02*GeV,4.6250E+02*GeV],[9.7500E+02*GeV,4.6250E+02*GeV]],9.6325E-03*pb],
[[[9.7500E+02*GeV,4.7500E+02*GeV],[9.7500E+02*GeV,4.7500E+02*GeV]],1.0061E-02*pb],
[[[9.7500E+02*GeV,4.8750E+02*GeV],[9.7500E+02*GeV,4.8750E+02*GeV]],1.1113E-02*pb],
[[[9.7500E+02*GeV,5.0000E+02*GeV],[9.7500E+02*GeV,5.0000E+02*GeV]],1.2154E-02*pb],
[[[9.7500E+02*GeV,5.1250E+02*GeV],[9.7500E+02*GeV,5.1250E+02*GeV]],1.3184E-02*pb],
[[[9.7500E+02*GeV,5.2500E+02*GeV],[9.7500E+02*GeV,5.2500E+02*GeV]],1.4197E-02*pb],
[[[9.7500E+02*GeV,5.3750E+02*GeV],[9.7500E+02*GeV,5.3750E+02*GeV]],1.5860E-02*pb],
[[[9.7500E+02*GeV,5.5000E+02*GeV],[9.7500E+02*GeV,5.5000E+02*GeV]],1.7503E-02*pb],
[[[9.7500E+02*GeV,5.6250E+02*GeV],[9.7500E+02*GeV,5.6250E+02*GeV]],1.8949E-02*pb],
[[[9.7500E+02*GeV,5.7500E+02*GeV],[9.7500E+02*GeV,5.7500E+02*GeV]],2.0330E-02*pb],
[[[9.7500E+02*GeV,5.8750E+02*GeV],[9.7500E+02*GeV,5.8750E+02*GeV]],2.3525E-02*pb],
[[[9.7500E+02*GeV,6.0000E+02*GeV],[9.7500E+02*GeV,6.0000E+02*GeV]],2.7067E-02*pb],
[[[9.7500E+02*GeV,6.1250E+02*GeV],[9.7500E+02*GeV,6.1250E+02*GeV]],3.0530E-02*pb],
[[[9.7500E+02*GeV,6.2500E+02*GeV],[9.7500E+02*GeV,6.2500E+02*GeV]],3.3876E-02*pb],
[[[9.7500E+02*GeV,6.3750E+02*GeV],[9.7500E+02*GeV,6.3750E+02*GeV]],3.9712E-02*pb],
[[[9.7500E+02*GeV,6.5000E+02*GeV],[9.7500E+02*GeV,6.5000E+02*GeV]],4.5065E-02*pb],
[[[9.8750E+02*GeV,0.0000E+00*GeV],[9.8750E+02*GeV,0.0000E+00*GeV]],5.6417E-03*pb],
[[[9.8750E+02*GeV,1.2500E+01*GeV],[9.8750E+02*GeV,1.2500E+01*GeV]],5.7002E-03*pb],
[[[9.8750E+02*GeV,2.5000E+01*GeV],[9.8750E+02*GeV,2.5000E+01*GeV]],5.7359E-03*pb],
[[[9.8750E+02*GeV,3.7500E+01*GeV],[9.8750E+02*GeV,3.7500E+01*GeV]],5.7663E-03*pb],
[[[9.8750E+02*GeV,5.0000E+01*GeV],[9.8750E+02*GeV,5.0000E+01*GeV]],5.7594E-03*pb],
[[[9.8750E+02*GeV,6.2500E+01*GeV],[9.8750E+02*GeV,6.2500E+01*GeV]],5.7464E-03*pb],
[[[9.8750E+02*GeV,7.5000E+01*GeV],[9.8750E+02*GeV,7.5000E+01*GeV]],5.7461E-03*pb],
[[[9.8750E+02*GeV,8.7500E+01*GeV],[9.8750E+02*GeV,8.7500E+01*GeV]],5.7522E-03*pb],
[[[9.8750E+02*GeV,1.0000E+02*GeV],[9.8750E+02*GeV,1.0000E+02*GeV]],5.7665E-03*pb],
[[[9.8750E+02*GeV,1.1250E+02*GeV],[9.8750E+02*GeV,1.1250E+02*GeV]],5.7966E-03*pb],
[[[9.8750E+02*GeV,1.2500E+02*GeV],[9.8750E+02*GeV,1.2500E+02*GeV]],5.8124E-03*pb],
[[[9.8750E+02*GeV,1.3750E+02*GeV],[9.8750E+02*GeV,1.3750E+02*GeV]],5.8239E-03*pb],
[[[9.8750E+02*GeV,1.5000E+02*GeV],[9.8750E+02*GeV,1.5000E+02*GeV]],5.8372E-03*pb],
[[[9.8750E+02*GeV,1.6250E+02*GeV],[9.8750E+02*GeV,1.6250E+02*GeV]],5.8850E-03*pb],
[[[9.8750E+02*GeV,1.7500E+02*GeV],[9.8750E+02*GeV,1.7500E+02*GeV]],5.9374E-03*pb],
[[[9.8750E+02*GeV,1.8750E+02*GeV],[9.8750E+02*GeV,1.8750E+02*GeV]],6.0044E-03*pb],
[[[9.8750E+02*GeV,2.0000E+02*GeV],[9.8750E+02*GeV,2.0000E+02*GeV]],6.1480E-03*pb],
[[[9.8750E+02*GeV,2.1250E+02*GeV],[9.8750E+02*GeV,2.1250E+02*GeV]],6.2301E-03*pb],
[[[9.8750E+02*GeV,2.2500E+02*GeV],[9.8750E+02*GeV,2.2500E+02*GeV]],6.2921E-03*pb],
[[[9.8750E+02*GeV,2.3750E+02*GeV],[9.8750E+02*GeV,2.3750E+02*GeV]],6.3202E-03*pb],
[[[9.8750E+02*GeV,2.5000E+02*GeV],[9.8750E+02*GeV,2.5000E+02*GeV]],6.3785E-03*pb],
[[[9.8750E+02*GeV,2.6250E+02*GeV],[9.8750E+02*GeV,2.6250E+02*GeV]],6.5147E-03*pb],
[[[9.8750E+02*GeV,2.7500E+02*GeV],[9.8750E+02*GeV,2.7500E+02*GeV]],6.6625E-03*pb],
[[[9.8750E+02*GeV,2.8750E+02*GeV],[9.8750E+02*GeV,2.8750E+02*GeV]],6.8441E-03*pb],
[[[9.8750E+02*GeV,3.0000E+02*GeV],[9.8750E+02*GeV,3.0000E+02*GeV]],6.9021E-03*pb],
[[[9.8750E+02*GeV,3.1250E+02*GeV],[9.8750E+02*GeV,3.1250E+02*GeV]],6.8800E-03*pb],
[[[9.8750E+02*GeV,3.2500E+02*GeV],[9.8750E+02*GeV,3.2500E+02*GeV]],6.8705E-03*pb],
[[[9.8750E+02*GeV,3.3750E+02*GeV],[9.8750E+02*GeV,3.3750E+02*GeV]],6.8426E-03*pb],
[[[9.8750E+02*GeV,3.5000E+02*GeV],[9.8750E+02*GeV,3.5000E+02*GeV]],7.0911E-03*pb],
[[[9.8750E+02*GeV,3.6250E+02*GeV],[9.8750E+02*GeV,3.6250E+02*GeV]],7.3721E-03*pb],
[[[9.8750E+02*GeV,3.7500E+02*GeV],[9.8750E+02*GeV,3.7500E+02*GeV]],7.6442E-03*pb],
[[[9.8750E+02*GeV,3.8750E+02*GeV],[9.8750E+02*GeV,3.8750E+02*GeV]],7.9213E-03*pb],
[[[9.8750E+02*GeV,4.0000E+02*GeV],[9.8750E+02*GeV,4.0000E+02*GeV]],8.0960E-03*pb],
[[[9.8750E+02*GeV,4.1250E+02*GeV],[9.8750E+02*GeV,4.1250E+02*GeV]],8.2532E-03*pb],
[[[9.8750E+02*GeV,4.2500E+02*GeV],[9.8750E+02*GeV,4.2500E+02*GeV]],8.3232E-03*pb],
[[[9.8750E+02*GeV,4.3750E+02*GeV],[9.8750E+02*GeV,4.3750E+02*GeV]],8.3293E-03*pb],
[[[9.8750E+02*GeV,4.5000E+02*GeV],[9.8750E+02*GeV,4.5000E+02*GeV]],8.6856E-03*pb],
[[[9.8750E+02*GeV,4.6250E+02*GeV],[9.8750E+02*GeV,4.6250E+02*GeV]],9.1208E-03*pb],
[[[9.8750E+02*GeV,4.7500E+02*GeV],[9.8750E+02*GeV,4.7500E+02*GeV]],9.5497E-03*pb],
[[[9.8750E+02*GeV,4.8750E+02*GeV],[9.8750E+02*GeV,4.8750E+02*GeV]],1.0001E-02*pb],
[[[9.8750E+02*GeV,5.0000E+02*GeV],[9.8750E+02*GeV,5.0000E+02*GeV]],1.1044E-02*pb],
[[[9.8750E+02*GeV,5.1250E+02*GeV],[9.8750E+02*GeV,5.1250E+02*GeV]],1.2080E-02*pb],
[[[9.8750E+02*GeV,5.2500E+02*GeV],[9.8750E+02*GeV,5.2500E+02*GeV]],1.3092E-02*pb],
[[[9.8750E+02*GeV,5.3750E+02*GeV],[9.8750E+02*GeV,5.3750E+02*GeV]],1.4086E-02*pb],
[[[9.8750E+02*GeV,5.5000E+02*GeV],[9.8750E+02*GeV,5.5000E+02*GeV]],1.5651E-02*pb],
[[[9.8750E+02*GeV,5.6250E+02*GeV],[9.8750E+02*GeV,5.6250E+02*GeV]],1.7040E-02*pb],
[[[9.8750E+02*GeV,5.7500E+02*GeV],[9.8750E+02*GeV,5.7500E+02*GeV]],1.8422E-02*pb],
[[[9.8750E+02*GeV,5.8750E+02*GeV],[9.8750E+02*GeV,5.8750E+02*GeV]],1.9739E-02*pb],
[[[9.8750E+02*GeV,6.0000E+02*GeV],[9.8750E+02*GeV,6.0000E+02*GeV]],2.3184E-02*pb],
[[[9.8750E+02*GeV,6.1250E+02*GeV],[9.8750E+02*GeV,6.1250E+02*GeV]],2.6782E-02*pb],
[[[9.8750E+02*GeV,6.2500E+02*GeV],[9.8750E+02*GeV,6.2500E+02*GeV]],3.0128E-02*pb],
[[[9.8750E+02*GeV,6.3750E+02*GeV],[9.8750E+02*GeV,6.3750E+02*GeV]],3.3357E-02*pb],
[[[9.8750E+02*GeV,6.5000E+02*GeV],[9.8750E+02*GeV,6.5000E+02*GeV]],3.7087E-02*pb],
[[[1.0000E+03*GeV,0.0000E+00*GeV],[1.0000E+03*GeV,0.0000E+00*GeV]],5.4040E-03*pb],
[[[1.0000E+03*GeV,1.2500E+01*GeV],[1.0000E+03*GeV,1.2500E+01*GeV]],5.5189E-03*pb],
[[[1.0000E+03*GeV,2.5000E+01*GeV],[1.0000E+03*GeV,2.5000E+01*GeV]],5.5793E-03*pb],
[[[1.0000E+03*GeV,3.7500E+01*GeV],[1.0000E+03*GeV,3.7500E+01*GeV]],5.6188E-03*pb],
[[[1.0000E+03*GeV,5.0000E+01*GeV],[1.0000E+03*GeV,5.0000E+01*GeV]],5.6346E-03*pb],
[[[1.0000E+03*GeV,6.2500E+01*GeV],[1.0000E+03*GeV,6.2500E+01*GeV]],5.6091E-03*pb],
[[[1.0000E+03*GeV,7.5000E+01*GeV],[1.0000E+03*GeV,7.5000E+01*GeV]],5.6026E-03*pb],
[[[1.0000E+03*GeV,8.7500E+01*GeV],[1.0000E+03*GeV,8.7500E+01*GeV]],5.6105E-03*pb],
[[[1.0000E+03*GeV,1.0000E+02*GeV],[1.0000E+03*GeV,1.0000E+02*GeV]],5.6211E-03*pb],
[[[1.0000E+03*GeV,1.1250E+02*GeV],[1.0000E+03*GeV,1.1250E+02*GeV]],5.6714E-03*pb],
[[[1.0000E+03*GeV,1.2500E+02*GeV],[1.0000E+03*GeV,1.2500E+02*GeV]],5.6972E-03*pb],
[[[1.0000E+03*GeV,1.3750E+02*GeV],[1.0000E+03*GeV,1.3750E+02*GeV]],5.7187E-03*pb],
[[[1.0000E+03*GeV,1.5000E+02*GeV],[1.0000E+03*GeV,1.5000E+02*GeV]],5.7158E-03*pb],
[[[1.0000E+03*GeV,1.6250E+02*GeV],[1.0000E+03*GeV,1.6250E+02*GeV]],5.7837E-03*pb],
[[[1.0000E+03*GeV,1.7500E+02*GeV],[1.0000E+03*GeV,1.7500E+02*GeV]],5.8460E-03*pb],
[[[1.0000E+03*GeV,1.8750E+02*GeV],[1.0000E+03*GeV,1.8750E+02*GeV]],5.9111E-03*pb],
[[[1.0000E+03*GeV,2.0000E+02*GeV],[1.0000E+03*GeV,2.0000E+02*GeV]],5.9945E-03*pb],
[[[1.0000E+03*GeV,2.1250E+02*GeV],[1.0000E+03*GeV,2.1250E+02*GeV]],6.0488E-03*pb],
[[[1.0000E+03*GeV,2.2500E+02*GeV],[1.0000E+03*GeV,2.2500E+02*GeV]],6.0970E-03*pb],
[[[1.0000E+03*GeV,2.3750E+02*GeV],[1.0000E+03*GeV,2.3750E+02*GeV]],6.1292E-03*pb],
[[[1.0000E+03*GeV,2.5000E+02*GeV],[1.0000E+03*GeV,2.5000E+02*GeV]],6.1194E-03*pb],
[[[1.0000E+03*GeV,2.6250E+02*GeV],[1.0000E+03*GeV,2.6250E+02*GeV]],6.2999E-03*pb],
[[[1.0000E+03*GeV,2.7500E+02*GeV],[1.0000E+03*GeV,2.7500E+02*GeV]],6.4699E-03*pb],
[[[1.0000E+03*GeV,2.8750E+02*GeV],[1.0000E+03*GeV,2.8750E+02*GeV]],6.6471E-03*pb],
[[[1.0000E+03*GeV,3.0000E+02*GeV],[1.0000E+03*GeV,3.0000E+02*GeV]],6.8667E-03*pb],
[[[1.0000E+03*GeV,3.1250E+02*GeV],[1.0000E+03*GeV,3.1250E+02*GeV]],6.7831E-03*pb],
[[[1.0000E+03*GeV,3.2500E+02*GeV],[1.0000E+03*GeV,3.2500E+02*GeV]],6.7427E-03*pb],
[[[1.0000E+03*GeV,3.3750E+02*GeV],[1.0000E+03*GeV,3.3750E+02*GeV]],6.7063E-03*pb],
[[[1.0000E+03*GeV,3.5000E+02*GeV],[1.0000E+03*GeV,3.5000E+02*GeV]],6.6687E-03*pb],
[[[1.0000E+03*GeV,3.6250E+02*GeV],[1.0000E+03*GeV,3.6250E+02*GeV]],6.9772E-03*pb],
